WaterUsage
Time,water_out
20.09.2022 16:40,0
20.09.2022 16:45,0
20.09.2022 16:50,0
20.09.2022 16:55,0
20.09.2022 17:00,0
20.09.2022 17:05,0
20.09.2022 17:10,0
20.09.2022 17:15,0
20.09.2022 17:20,0
20.09.2022 17:25,0
20.09.2022 17:30,0
20.09.2022 17:35,0
20.09.2022 17:40,0
20.09.2022 17:45,5
20.09.2022 17:50,11.25
20.09.2022 17:55,11.25
20.09.2022 18:00,5
20.09.2022 18:05,5
20.09.2022 18:10,5
20.09.2022 18:15,0
20.09.2022 18:20,0
20.09.2022 18:25,0
20.09.2022 18:30,0
20.09.2022 18:35,0
20.09.2022 18:40,0
20.09.2022 18:45,0
20.09.2022 18:50,0
20.09.2022 18:55,0
20.09.2022 19:00,0
20.09.2022 19:05,0
20.09.2022 19:10,0
20.09.2022 19:15,0
20.09.2022 19:20,0
20.09.2022 19:25,0
20.09.2022 19:30,0
20.09.2022 19:35,0
20.09.2022 19:40,0
20.09.2022 19:45,0
20.09.2022 19:50,0
20.09.2022 19:55,0
20.09.2022 20:00,0
20.09.2022 20:05,0
20.09.2022 20:10,0
20.09.2022 20:15,0
20.09.2022 20:20,0
20.09.2022 20:25,0
20.09.2022 20:30,0
20.09.2022 20:35,0
20.09.2022 20:40,0
20.09.2022 20:45,0
20.09.2022 20:50,0
20.09.2022 20:55,0
20.09.2022 21:00,0
20.09.2022 21:05,0
20.09.2022 21:10,0
20.09.2022 21:15,0
20.09.2022 21:20,0
20.09.2022 21:25,0
20.09.2022 21:30,0
20.09.2022 21:35,0
20.09.2022 21:40,0
20.09.2022 21:45,0
20.09.2022 21:50,0
20.09.2022 21:55,0
20.09.2022 22:00,0
20.09.2022 22:05,0
20.09.2022 22:10,0
20.09.2022 22:15,0
20.09.2022 22:20,0
20.09.2022 22:25,0
20.09.2022 22:30,0
20.09.2022 22:35,0
20.09.2022 22:40,0
20.09.2022 22:45,0
20.09.2022 22:50,0
20.09.2022 22:55,0
20.09.2022 23:00,0
20.09.2022 23:05,0
20.09.2022 23:10,0
20.09.2022 23:15,0
20.09.2022 23:20,0
20.09.2022 23:25,0
20.09.2022 23:30,0
20.09.2022 23:35,0
20.09.2022 23:40,0
20.09.2022 23:45,0
20.09.2022 23:50,0
20.09.2022 23:55,0
